Magazine        10500   FN P90 5.7x28 50-round magazine 5cc70093e4a949033c734312
Magazine        24500   SKS 7.62x39 KCI 75-round drum magazine  61695095d92c473c7702147a
Magazine        16000   PPSh-41 7.62x25 71-round drum magazine  5ea034f65aad6446a939737e
Magazine        14100   MPX 9x19 F5 MFG 50-round drum magazine  5c5db6742e2216000f1b2852
Magazine        16600   ASh-12 12.7x55 20-round magazine        5caf1109ae9215753c44119f
Magazine        29700   AK 7.62x39 X Products X-47 50-round drum magazine       5cfe8010d7ad1a59283b14c6
Magazine        26294   SA-58/FAL 7.62x51 X Products X-FAL 50-round drum magazine       5b7bef9c5acfc43d102852ec
Magazine        20019   9x39 SR3M.130 30-round magazine 5a9e81fba2750c00164f6b11
Magazine        1200    M1911A1 .45 ACP Wilson Combat 7-round magazine  5f3e77b26cda304dcc634057
Magazine        14600   Mk-18 .338 LM 10-round magazine 5fc23426900b1d5091531e15
Magazine        16690   SKS 7.62x39 ProMag AALVX 35-round magazine      5c5970672e221602b21d7855
Magazine        41600   AK 7.62x39 ProMag AK-A-16 73-round drum magazine        5c6175362e221600133e3b94
Magazine        35600   RPK-16 5.45x39 95-round drum magazine   5bed625c0db834001c062946
Magazine        15413   5.56x45 Magpul PMAG D-60 STANAG 60-round magazine       59c1383d86f774290a37e0ca
Magazine        1611    AK-74 "Saiga 545" 5.45x39 10-round magazine     55d4837c4bdc2d1d4e8b456c
Magazine        3113    5.56x45 Magpul PMAG 30 GEN M3 STANAG 30-round magazine (FDE)    6241c2c2117ad530666a5108
Magazine        37755   5.56x45 SureFire MAG5-100 STANAG 100-round magazine     5c6592372e221600133e47d7
Magazine        22755   5.56x45 SureFire MAG5-60 STANAG 60-round magazine       544a37c44bdc2d25388b4567
Magazine        18800   M14 7.62x51 X Products X-14 50-round drum magazine      5addccf45acfc400185c2989
Magazine        5183    AK 7.62x39 Magpul PMAG 30 GEN M3 30-round magazine (Banana)     5e21a3c67e40bd02257a008a
Magazine        25000   SOK-12 12/76 MaxRounds Powermag 20-round magazine       5cf8f3b0d7f00c00217872ef
Barrel  34672   DVL-10 7.62x51 500mm barrel     5888945a2459774bf43ba385
Barrel  15700   RFB 7.62x51 18 inch barrel      5f2aa46b878ef416f538b567
Barrel  16118   MCX .300 BLK 171mm barrel       5fbbfabed5cb881a7363194e
Barrel  19118   AR-15 5.56x45 260mm barrel      55d35ee94bdc2d61338b4568
Barrel  19600   FN P90 5.7x28 10.5 inch barrel  5cc701aae4a949000e1ea45c
Barrel  36567   AR-15 5.56x45 20 inch barrel    5d440b9fa4b93601354d480c
Barrel  19418   MCX .300 BLK 229mm barrel       5fbbfacda56d053a3543f799
Barrel  37600   DVL-10 M2 7.62x51 660mm barrel  5888956924597752983e182d
Barrel  22300   FN P90 5.7x28 16 inch barrel    5cc701d7e4a94900100ac4e7
Barrel  12380   MPX 9x19 14 inch barrel 5c5db5c62e22160012542255
Barrel  31567   AR-15 5.56x45 18 inch barrel    5d440b93a4b9364276578d4b
Barrel  63567   Mk-18 .338 LM 24 inch barrel    5fc23678ab884124df0cd590
Barrel  24567   AR-15 5.56x45 370mm barrel      55d3632e4bdc2d972f8b4569
Barrel  16200   AR-15 5.56x45 Molot Arms 406mm barrel   5c0e2f94d174af029f650d56
Barrel  39137   AR-10 7.62x51 18 inch barrel    5a34f7f1c4a2826c6e06d75d
Barrel  47834   AR-10 7.62x51 22 inch barrel    5a34fae7c4a2826c6e06d760
Barrel  29567   Mk47 409mm barrel       6065878ac9cf8012264142fd
Barrel  28700   SR-25 7.62x51 16 inch barrel    5df917564a9f347bc92edca3
Barrel  35600   SR-25 7.62x51 20 inch barrel    5dfa397fb11454561e39246c
Barrel  44500   FN SCAR-H 7.62x51 20 inch barrel        6183b084a112697a4b3a6e6c
Barrel  32000   FN SCAR-L 5.56x45 18 inch barrel        6183fd9e8004cc50514c358f
Barrel  10000   STM-9 9x19 14 inch barrel       603372f153a60014f970616d
Barrel  14000   HK G36 5.56x45 228mm barrel     622b379bf9cfc87d675d2de5
Barrel  49267   MDR 7.62x51 16 inch barrel      5dcbe9431e1f4616d354987e
Barrel  38000   FN SCAR-H 7.62x51 16 inch barrel        6183b0711cb55961fa0fdcad
Barrel  42200   FN SCAR-H 7.62x51 13 inch barrel        618168b350224f204c1da4d8
Barrel  27400   HK 416A5 5.56x45 14.5 inch barrel       5bb20d9cd4351e00334c9d8a
Barrel  18600   HK G36 5.56x45 480mm barrel     622b38c56762c718e457e246
Barrel  30500   FN SCAR-L 5.56x45 10 inch barrel        6183fc15d3a39d50044c13e9
Barrel  24000   FN SCAR-L 5.56x45 14 inch barrel        6183fd911cb55961fa0fdce9
Barrel  33500   HK 416A5 5.56x45 16.5 inch barrel with flip-up front sight      5bb20da5d4351e0035629dbf
Barrel  3676    M870 12ga 355mm barrel  5a787f25c5856700186c4ab9
Barrel  29000   HK417 7.62x51 16.5 inch barrel  61702be9faa1272e431522c3
Barrel  37700   HK 416A5 5.56x45 20 inch barrel 5bb20dadd4351e00367faeff
Barrel  21130   HK 416A5 5.56x45 10.6 inch barrel       5c6d85e02e22165df16b81f4
Barrel  13500   Benelli M3 Super 90 12ga 500mm barrel   6259c2c1d714855d182bad85
Barrel  37267   MDR 5.56x45 16 inch barrel      5c48a2852e221602b21d5923
Barrel  16500   HK G36 5.56x45 318mm barrel     622b3858034a3e17ad0b81f5
Barrel  24130   HK 416A5 5.56x45 11 inch barrel 5bb20d92d4351e00853263eb
Barrel  25567   Steyr AUG A1 5.56x45 20 inch barrel     62e7c7f3c34ea971710c32fc
Barrel  9386    TT 7.62x25 116mm gilded barrel  5b3baf8f5acfc40dc5296692
Barrel  28500   Steyr AUG A1 5.56x45 16 inch barrel     6333f05d1bc0e6217a0e9d34
Barrel  26300   Mk47 254mm barrel       60658776f2cb2e02a42ace2b
Barrel  33000   Steyr AUG A3 5.56x45 16 inch barrel     630e39c3bd357927e4007c15
Barrel  24400   SVDS 7.62x54R 22 inch barrel    5c471cb32e221602b177afaa
Barrel  12200   RPK-16 5.45x39 15 inch barrel   5beec1bd0db834001e6006f3
Barrel  17672   T-5000M 7.62x51 660mm barrel    5df256570dee1b22f862e9c4
Barrel  12500   STM-9 9x19 16 inch barrel       603373004e02ce1eaa358814
Barrel  14215   M870 12ga 660mm vent rib barrel 5a787fadc5856700155a6ca1
Barrel  25900   M700 7.62x51 26 inch stainless steel barrel     5d2702e88abbc31ed91efc44
Barrel  17300   RPK-16 5.45x39 22 inch barrel   5beec2820db834001b095426
Barrel  10700   KRISS Vector .45 ACP 6 inch barrel      5fb653962b1b027b1f50bd03
Barrel  58000   AI AXMC .338 LM 28 inch barrel  628121434fa03b6b6c35dc6a
Barrel  11356   Glock 9x19 SAI threaded barrel  5a6b5ed88dc32e000c52ec86
Barrel  10378   M870 12ga 508mm barrel  5a787f7ac5856700177af660
Barrel  3100    M1911A1 .45 ACP National Match barrel   5f3e7801153b8571434a924c
Barrel  15600   M1A 7.62x51 16 inch barrel      5aaf9d53e5b5b00015042a52
Barrel  24457   M1A 7.62x51 22 inch barrel      5addbac75acfc400194dbc56
Barrel  22800   M700 7.62x51 20 inch stainless steel threaded barrel    5d2703038abbc3105103d94c
Barrel  25400   M700 7.62x51 26 inch barrel     5bfebc250db834001a6694e1
Barrel  22200   M700 7.62x51 20 inch threaded barrel    5bfebc320db8340019668d79
Barrel  21337   SA-58 7.62x51 11 inch barrel    5b099a765acfc47a8607efe3
Barrel  23397   SA-58 7.62x51 16 inch barrel    5b7be1125acfc4001876c0e5
Barrel  33060   SA-58 7.62x51 21 inch barrel    5b7be1265acfc400161d0798
Handguard       13327   AK Zenit B-10M handguard with B-19 upper mount  5648b4534bdc2d3d1c8b4580
Handguard       19300   AK TDI X47 tactical handguard rail system       5f6331e097199b7db2128dc2
Handguard       11690   AR-15 KAC URX 3 8 inch handguard        5d123102d7ad1a004e475fe5
Handguard       18327   AK Zenit B-30 handguard with B-31S upper handguard rail 5efaf417aeb21837e749c7f2
Handguard       22090   AKS-74U CAA XRSU47SU tactical handguard 5a957c3fa2750c00137fa5f7
Handguard       14400   HK MP5 CAA HX-5 handguard       5d010d1cd7ad1a59283b1ce7
Handguard       16754   R11 RSASS handguard     5a329052c4a28200741e22d3
Handguard       10449   AR-15 Daniel Defense RIS II 9.5 handguard (Coyote Brown)        55f84c3c4bdc2d5f408b4576
Handguard       27800   AK TDI AKM-L handguard (Anodized Red)   5d4aaa54a4b9365392071170
Handguard       29840   AK Hexagon tubular handguard    5b800e9286f7747a8b04f3ff
Handguard       13751   AK Magpul MOE AKM handguard (Stealth Gray)      57cffe20245977632f391a9d
Handguard       29100   AR-15 SAI 14.5 inch QD Rail handguard   5c78f2492e221600114c9f04
Handguard       13666   AK Magpul MOE AKM handguard (Olive Drab)        57cffddc24597763133760c6
Handguard       28100   AK Vltor CMRD KeyMod handguard  5c17664f2e2216398b5a7e3c
Handguard       20355   AK Krebs Custom UFM KeyMod handguard    59fb375986f7741b681b81a6
Handguard       10885   RFB handguard   5f2aa47a200e2c0ee46efa71
Handguard       12180   AR-15 Daniel Defense RIS II 12.25 handguard (Coyote Brown)      5c9a25172e2216000f20314e
Handguard       13885   AK Magpul MOE AKM handguard (FDE)       57cffd8224597763b03fc609
Handguard       16262   SA-58/FAL Vltor CASV-FAL handguard      5b7bedd75acfc43d825283f9
Handguard       24200   AK TDI AKM-L handguard (Anodized Bronze)        5d4aaa73a4b9365392071175
Handguard       14141   AK Magpul MOE AKM handguard (Plum)      57cffe0024597763b03fc60b
Handguard       44005   AK Hexagon tubular handguard (Anodized Red)     5b80242286f77429445e0b47
Handguard       15900   SVD SAG MK1 chassis     5dfcd0e547101c39625f66f9
Handguard       16234   AK Magpul MOE AKM handguard (Black)     57cff947245977638e6f2a19
Handguard       13068   SA-58/FAL Vltor CASV-FAS handguard      5b7bee755acfc400196d5383
Handguard       10500   AR-10 CMMG MK3 RML9 9 inch M-LOK handguard      6065880c132d4d12c81fd8da
Handguard       16845   AR-15 War Sport LVOA-S handguard (Black)        595cf16b86f77427440c32e2
Handguard       19200   AK Magpul Zhukov-U handguard (Plum)     5c9a1c422e221600106f69f0
Handguard       16500   AR-10 KAC URX 4 14.5 inch handguard     5df916dfbb49d91fb446d6b9
Handguard       14200   MPX Lancer OEM 14 inch M-LOK handguard  5c59529a2e221602b177d160
Handguard       12500   AR-15 Soyuz-TM 12 inch M-LOK handguard  6034e3e20ddce744014cb878
Handguard       15800   AR-15 Daniel Defense RIS II FSP 9.5 handguard (Coyote Brown)    5c9a26332e2216001219ea70
Handguard       10000   MCX GEN1 KeyMod 12 inch handguard       5fbc227aa56d053a3543f79e
Handguard       10200   HK MP5 PTR Tri-Rail handguard   5d19cd96d7ad1a4a992c9f52
Handguard       14500   AR-15 STNGR VYPR 10 inch M-LOK handguard        5c6d5d8b2e221644fc630b39
Handguard       13900   HK 416A5 MRS KeyMod 14 inch handguard   5c6d10e82e221601da357b07
Handguard       10638   AK CAA RS47 handguard   5648ae314bdc2d3d1c8b457f
Handguard       16100   AR-15 Aeroknox AX-15 10.5 inch M-LOK handguard  619b5db699fb192e7430664f
Handguard       27600   AK-545 SAG Mk.3 handguard       628b916469015a4e1711ed8d
Handguard       19200   AK Magpul Zhukov-U handguard (Black)    5c9a07572e221644f31c4b32
Handguard       16400   Mk-18 18 inch handguard 5fc235db2770a0045c59c683
Handguard       14400   HK 416A5 Midwest Industries 13.5 inch M-LOK handguard   5c6d11072e2216000e69d2e4
Handguard       11100   AR-15 Magpul MOE SL medium length M-LOK handguard       5c78f26f2e221601da3581d1
Handguard       19988   AR-15 War Sport LVOA-C handguard (Black)        595cfa8b86f77427437e845b
Handguard       15000   AR-10 CMMG MK3 RML15 15 inch M-LOK handguard    6065881d1246154cad35d637
Handguard       19200   AK Magpul Zhukov-U handguard (FDE)      5c9a1c3a2e2216000e69fb6a
Handguard       12100   HK 416A5 Midwest Industries 9 inch M-LOK handguard      5c6d10fa2e221600106f3f23
Handguard       11200   MPX Midwest Industries 14 inch M-LOK handguard  5c5db63a2e2216000f1b284a
Handguard       11300   HK 416A5 Quad Rail Extended handguard   5bb20dfcd4351e00334c9e24
Handguard       13160   AR-15 KAC URX 3.1 10.75 inch handguard  5d122e7bd7ad1a07102d6d7f
Handguard       10249   AR-15 Daniel Defense RIS II 9.5 handguard (Black)       588b56d02459771481110ae2
Handguard       19900   AR-15 Lone Star Ion Lite handguard      5d4405f0a4b9361e6a4e6bd9
Handguard       24900   AR-15 SAI 10 inch QD Rail handguard     5c78f2612e221600114c9f0d
Handguard       16700   HK 416A5 Strike Industries CRUX 15 inch M-LOK handguard 5c6d11152e2216000f2003e7
Handguard       19400   AK 5.45 Design Aggressor handguard      5cf4e3f3d7f00c06595bc7f0
Handguard       16100   AR-15 Geissele SMR MK16 9.5 inch M-LOK handguard        5ea16acdfadf1d18c87b0784
Handguard       10246   SOK-12 Leapers UTG PRO MTU002 Long Top aluminum handguard       5827272a24597748c74bdeea
Handguard       13200   SOK-12 Bravo-18 aluminium handguard     5f63418ef5750b524b45f116
Handguard       50000   AR-15 Unique-ARs Wing & Skull 12 inch handguard 6087e0336d0bd7580617bb7a
Handguard       21200   AR-10 Lancer LCH7 12.5 inch M-LOK handguard     5f6336bbda967c74a42e9932
Handguard       11200   HK417 Extended Free Float handguard with flip-up front sight    61703001d92c473c77021497
Handguard       16000   AI AXMC AX KeySlot 16 inch handguard    6281209662cba23f6c4d7a19
Handguard       17945   AR-15 Alexander Arms MK10 rifle length handguard        5b2cfa535acfc432ff4db7a0
Handguard       14400   AR-15 Geissele SMR MK16 13.5 inch M-LOK handguard       5ea16ada09aa976f2e7a51be
Handguard       15000   AR-15 Soyuz-TM 15 inch M-LOK handguard  6034e3d953a60014f970617b
Handguard       15800   SOK-12 Custom Guns Type-340 handguard   6086b5731246154cad35d6c7
Handguard       10500   AR-15 Soyuz-TM 9 inch M-LOK handguard   6034e3cb0ddce744014cb870
Handguard       18900   HK 416A5 TROY M-LOK 13 inch handguard   5c6c2c9c2e2216000f2002e4
Handguard       14300   SVD modernization kit handguard 5e56991336989c75ab4f03f6
Handguard       32000   AR-15 Precision Reflex GEN III Delta Carbon handguard   63888bbd28e5cc32cc09d2b6
Handguard       19200   AR-10 Noveske SWS N6 Split handguard    5d00ef6dd7ad1a0940739b16
Handguard       19200   AR-10 Noveske SWS N6 10.5 inch handguard        5d00ede1d7ad1a0940739a76
Pistol grip     12012   AR-15 Naroh Arms GRAL-S pistol grip     59db3a1d86f77429e05b4e92
Pistol grip     1200    M45A1 Mil-Tac GVT G10 side grips        5f3e778efcd9b651187d7201
Pistol grip     14300   AK Custom Arms AGS-74 PRO + Sniper Kit pistol grip      6087e663132d4d12c81fd96b
Pistol grip     17500   AK KGB MG-47 pistol grip (Anodized Red) 5e2192a498a36665e8337386
Pistol grip     80000   M1911 Kiba Arms Geneburn custom side grips      626a9cb151cb5849f6002890
Pistol grip     4750    AK KGB MG-47 pistol grip        5cf54404d7f00c108840b2ef
Pistol grip     14159   TT ornated side grips   5b3cadf35acfc400194776a0
Pistol grip     21600   AR-15 HK Ergo PSG-1 style pistol grip   5d025cc1d7ad1a53845279ef
Pistol grip     13000   AR-15 F1 Firearms Skeletonized Style 2 pistol grip      6113cce3d92c473c770200c7
Pistol grip     15500   AR-15 F1 Firearms Skeletonized Style 2 PC pistol grip   6113cc78d3a39d50044c065a
Receiver        13549   AK Zenit B-33 dust cover        5649af884bdc2d1b2b8b4589
Receiver        22150   Mk-18 .338 LM upper receiver    5fc278107283c4046c581489
Receiver        5100    M45A1 .45 ACP pistol slide      5f3e7823ddc4f03b010e2045
Receiver        14122   Glock Polymer80 PS9 pistol slide        5a7afa25e899ef00135e31b0
Receiver        10500   FN SCAR-H 7.62x51 upper receiver        6165adcdd3a39d50044c120f
Receiver        11800   FN SCAR-H 7.62x51 upper receiver (FDE)  6165aeedfaa1272e431521e3
Receiver        25150   AR-15 Noveske Gen.3 5.56x45 upper receiver      5c07a8770db8340023300450
Receiver        14850   AK FAB Defense PDC dust cover   5d2c770c48f0354b4a07c100
Receiver        32679   AR-15 Vltor MUR-1S 5.56x45 upper receiver       59bfe68886f7746004266202
Receiver        22979   Glock ZEV Tech HEX Spartan RMR pistol slide     5a71e4f48dc32e001207fb26
Receiver        11568   SA-58 Extreme Duty dust cover   5b099bb25acfc400186331e8
Receiver        11600   AK TWS Dog Leg Rail dust cover  5d2c772c48f0355d95672c25
Receiver        12592   Glock Lone Wolf AlphaWolf Custom pistol slide   5a7033908dc32e000a311392
Receiver        20119   Glock ZEV Tech HEX Gen3 RMR pistol slide        5a71e22f8dc32e00094b97f4
Receiver        5260    MP9-N 9x19 upper receiver       5de8e67c4a9f347bc92edbd7
Receiver        10186   Glock 9x19 Moto Cut pistol slide        5a9685b1a2750c0032157104
Receiver        11199   Glock Viper Cut pistol slide    5a6f5f078dc32e00094b97dd
AuxiliaryMod    500     M45A1 slide lock        5f3e777688ca2d00ad199d25
AuxiliaryMod    500     M45A1 hammer    5f3e76d86cda304dcc634054
AuxiliaryMod    550     M45A1 trigger   5f3e772a670e2a7b01739a52
Flashlight      6049    Armytek Predator Pro v3 XHP35 HI flashlight     59d790f486f77403cb06aec6
Flashlight      3752    Ultrafire WF-501B flashlight    57d17c5e2459775a5c57d17d
Foregrip        4900    BCM GUNFIGHTER MOD 3 vertical foregrip  5c7fc87d2e221644f31c0298
Foregrip        2150    ASh-12 vertical foregrip        5cda9bcfd7f00c0c0b53e900
Foregrip        12972   Fortis Shift tactical foregrip  59f8a37386f7747af3328f06
Foregrip        20961   Hera Arms CQR tactical foregrip 5a7dbfc1159bd40016548fde
Foregrip        3250    HK Sturmgriff foregrip  619386379fb0c665d5490dbe
Foregrip        3196    KAC vertical foregrip   5c87ca002e221600114cb150
Foregrip        6554    Magpul AFG tactical foregrip (Black)    588226d124597767ad33f787
Foregrip        5444    Magpul AFG tactical foregrip (FDE)      588226dd24597767ad33f789
Foregrip        5258    Magpul AFG tactical foregrip (Forest Green)     588226e62459776e3e094af7
Foregrip        6326    Magpul AFG tactical foregrip (Olive Drab)       588226ef24597767af46e39c
Foregrip        7109    Magpul RVG foregrip (Black)     59fc48e086f77463b1118392
Foregrip        7109    Magpul RVG foregrip (FDE)       5fce0cf655375d18a253eff0
Foregrip        3500    RTM Pillau tactical foregrip    5cf4fb76d7f00c065703d3ac
Foregrip        13604   Stark SE-5 Express Forward foregrip     5b057b4f5acfc4771e1bd3e9
Foregrip        10050   Strike Industries Cobra Tactical foregrip       5c791e872e2216001219c40a
Foregrip        3796    TangoDown Stubby BGV-MK46K foregrip (Black)     558032614bdc2de7118b4585
Foregrip        3700    TangoDown Stubby BGV-MK46K foregrip (FDE)       58c157be86f77403c74b2bb6
Foregrip        3700    TangoDown Stubby BGV-MK46K foregrip (Stealth Gray)      58c157c886f774032749fb06
Foregrip        7500    Tactical Dynamics Skeletonized Foregrip 5f6340d3ca442212f4047eb2
Foregrip        6528    Viking Tactics UVG tactical foregrip    591af28e86f77414a27a9e1d
Foregrip        18890   Zenit RK-1 tactical foregrip on B-25U mount     5c1cd46f2e22164bef5cfedb
Foregrip        6300    Zenit RK-0 tactical foregrip    5c1bc4812e22164bef5cfde7
Foregrip        9380    Zenit RK-1 tactical foregrip    5c1bc5612e221602b5429350
Foregrip        12670   Zenit RK-2 tactical foregrip    5c1bc5af2e221602b412949b
Foregrip        5890    Zenit RK-4 tactical foregrip    5c1bc5fb2e221602b1779b32
Foregrip        6010    Zenit RK-5 tactical foregrip    5c1bc7432e221602b412949d
Foregrip        5540    Zenit RK-6 tactical foregrip    5c1bc7752e221602b1779b34
Foregrip        2500    AI AXMC padded handguard grip   6281212a09427b40ab14e770
Foregrip        6900    Monstrum Tactical Vertical Fore Grip KeyMod     615d8fd3290d254f5e6b2edc
Foregrip        7809    A3 Tactical MVF001 KeyMod vertical foregrip (Black)     5fc0f9b5d724d907e2077d82
Foregrip        5400    SIG Sauer Vertical Foregrip KeyMod (Black)      5fc0f9cbd6fa9c00c571bb90
Foregrip        7043    Magpul M-LOK AFG tactical foregrip (Black)      57cffb66245977632f391a99
Foregrip        7014    Magpul M-LOK AFG tactical foregrip (FDE)        57cffcd624597763133760c5
Foregrip        7984    Magpul M-LOK AFG tactical foregrip (Olive Drab) 57cffcdd24597763f5110006
Foregrip        7925    Magpul M-LOK AFG tactical foregrip (Stealth Gray)       57cffce524597763b31685d8
Foregrip        2650    MP9-N vertical foregrip 5de8fbad2fbe23140d3ee9c4
Foregrip        1850    ORSIS T-5000M padded handguard grip     5df36948bb49d91fb446d5ad
Foregrip        2000    Steyr AUG vertical foregrip     634e61b0767cb15c4601a877
Gas block       19239   AK TROY Full Length Rail handguard & gas tube combo     5b237e425acfc4771e1be0b6
Gas block       17600   AK Vezhlivyy Strelok VS-24 + VS-33c handguard & gas tube combo  5cf656f2d7f00c06585fb6eb
Gas block       29600   AK Vezhlivyy Strelok VS-24 + VS-33c handguard & gas tube combo (White)  5d4aab30a4b9365435358c55
Gas block       21300   RD-704 SLR ION Lite + Railed Gas Tube handguard & gas tube combo        628a83c29179c324ed269508
Gas block       14690   AR-10 JP Enterprises Gas System-6       5a34fbadc4a28200741e230a
Gas block       8050    Mk-18 gas block 5fc2360f900b1d5091531e19
Flashhider      15990   AR-15 SAI JailBrake 5.56x45 muzzle device       5c78f2882e22165df16b832e
Flashhider      11990   AR-15 PWS CQB 5.56x45 muzzle brake      5943ee5a86f77413872d25ec
Flashhider      20300   AR-10 Fortis RED Brake 7.62x51 muzzle brake     5d026791d7ad1a04a067ea63
Flashhider      11800   AK-74 thread type JMac Customs RRD-4C multi-caliber muzzle brake        5f633f791b231926f2329f13
Flashhider      19500   AWC PSR .338 LM muzzle brake    612e0d81290d254f5e6b291a
Flashhider      13100   AKM thread type JMac Customs RRD-4C 7.62x39 muzzle brake        5f633f68f5750b524b45f112
Flashhider      1340    RFB 7.62x51 flash hider 5f2aa4559b44de6b1b4e68d1
